"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"UnitedHealthcare Insurance Company et al.","UnitedHealth Group","$2,500,000","$0","$2,500,000","2018","20180222","consumer-protection-related offenses","insurance violation","","UnitedHealthcare and two of its subsidiaries were fined $2.5 million for using an entity for the provision of hemophilia supplies and services that lacked the required state designation and improperly required member consent for provider payment appeals.  Americhoice of New Jersey, Inc. failed to promptly comply with decisions of the Independent Health Care Appeals Program that reversed its denials of authorization and claims.   Oxford Health Insurance, Inc. failed to provide utilization management appeal rights to persons covered by individual health benefits plans who sought an override of a prescription drug quantity limit and provided incorrect information to callers and on its website about the individual health benefits plans it offered in New Jersey.","state","agency action","New Jersey Department of Banking & Insurance","civil","","","","","","New Jersey","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.state.nj.us/dobi/division_insurance/enforcement/e18_12.pdf",""
"Oxford Health Insurance Inc.","UnitedHealth Group","$50,000,000","$0","$50,000,000","2008","20080530","consumer-protection-related offenses","insurance violation","","Oxford Health Insurance Inc., a unit of UnitedHealth Group, agreed to refund $50 million to about 37,000 small businesses in New York for overcharging on health insurance policies in 2006.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","Oxford Health Ordered to Refund $50 Million to Small Businesses in New York, Bestwire, May 30, 2008 (via Nexis).","At the time of this case the agency was known as the New York Insurance Department."
"Oxford Health Insurance Co.","UnitedHealth Group","$4,838,675","$0","$4,838,675","2011","20111109","consumer-protection-related offenses","insurance violation","","New York State authorities ordered 11 insurance companies to refund a total of $114.5 million to holders of policies that covered 573,748 people who were overcharged for health insurance premiums in 2010.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1111091",""
"Oxford Health Plans","UnitedHealth Group","$1,313,980","$0","$1,313,980","2012","20120508","consumer-protection-related offenses","insurance violation","","The Department of Financial Services fined a group of insurance companies a total of $2.7 million for failing to notify small businesses that they were eligible to buy special insurance coverage for mental illnesses and children with serious emotional disturbances.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1205082",""
"Oxford Health","UnitedHealth Group","$665,000","$0","$665,000","2012","20120920","consumer-protection-related offenses","insurance violation","","Oxford Health was fined $665,000 for failing to explain coverage to health plan members and failing to tell them how to challenge claims denials.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1209201",""
"UnitedHealthcare Insurance Company of New York","UnitedHealth Group","$225,000","$0","$225,000","2016","20160330","consumer-protection-related offenses","insurance violation","","","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/system/files/documents/2019/11/da20160506.pdf",""
"Unimerica Life Insurance Company of New York","UnitedHealth Group","$36,153","$0","$36,153","2016","20160504","consumer-protection-related offenses","insurance violation","","","state","agency action","New York Department of Financial Services","civil","","","","","","New York","New York","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/system/files/documents/2019/11/da20160606.pdf",""
"Oxford Health Plans (NY) Inc. and Oxford Health Insurance, Inc.","UnitedHealth Group","$1,000,000","$0","$1,000,000","2017","20170301","consumer-protection-related offenses","insurance violation","","Oxford Health Plans (NY) Inc. and Oxford Health Insurance, Inc. were fined $1 million by the Department of Financial Services for improper payments to an unlicensed producer and for failing to respond to consumer grievances within required timeframes in violation of New York State insurance law.","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/reports_and_publications/press_releases/pr1703011",""
"PacifiCare Life Assurance Company","UnitedHealth Group","$40,000","$0","$40,000","2005","20050401","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2005/insurer_2005/marketplace_2005/05-02-008.pdf",""
"Chesapeake Life Insurance Company","UnitedHealth Group","$45,000","$0","$45,000","2006","20060526","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2006/insurer_2006/marketplace_2006/06-05-041.pdf",""
"PacifiCare of Oregon, Inc.","UnitedHealth Group","$34,000","$0","$34,000","2007","20070820","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2007/insurer_2007/marketplace_2007/07-08-002.pdf",""
"MEGA Life and Health Insurance Company","UnitedHealth Group","$50,000","$0","$50,000","2007","20070827","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2007/insurer_2007/marketplace_2007/07-08-020.pdf",""
"PacifiCare Life Assurance Company","UnitedHealth Group","$46,000","$0","$46,000","2008","20081202","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2008/insurer_2008/marketplace_2008/08-11-003.pdf",""
"PacifiCare of Oregon, Inc.","UnitedHealth Group","$6,000","$0","$6,000","2010","20100903","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2010/insurer_2010/filing_2010/10-08-002.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$20,000","$0","$20,000","2010","20101117","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2010/insurer_2010/marketplace_2010/10-10-008.pdf",""
"PacifiCare of Oregon, Inc.","UnitedHealth Group","$10,000","$0","$10,000","2011","20110421","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2011/insurer_2011/marketplace_2011/11-03-010.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$5,000","$0","$5,000","2011","20110421","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2011/insurer_2011/marketplace_2011/11-03-018.pdf",""
"MEGA Life and Health Insurance Company","UnitedHealth Group","$40,000","$0","$40,000","2011","20110510","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2011/insurer_2011/marketplace_2011/11-03-001.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$20,000","$0","$20,000","2011","20111025","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/actions_2011/insurer_2011/marketplace_2011/11-09-001.pdf",""
